"Longitude","Latitude"
18.45189,-34.07743
18.453955,-34.198336
18.458238,-33.994053
18.458567,-34.064077
18.458878,-33.963448
18.45937,-34.046455
18.459686,-34.033294
18.460422,-33.80075
18.461095,-34.116472
18.463557,-33.974307
18.464584,-33.954486
18.46505,-34.0927
18.4675,-34.108056
18.468171,-34.03914
18.468392,-33.943161
18.47084,-33.963646
18.475275,-34.080761
18.475989,-33.978025
18.47673,-34.020083
18.477631,-33.935046
18.479034,-33.956058
18.482239,-33.901602
18.483573,-33.968195
18.484055,-34.100079
18.485989,-34.089631
18.486012,-33.815146
18.489722,-33.849167
18.490831,-33.881808
18.495868,-33.934358
18.49663,-33.984828
18.499927,-33.792433
18.500535,-33.832591
18.505367,-34.064753
18.508777,-33.897786
18.509757,-33.995717
18.510618,-33.86436
18.513173,-34.018823
18.515735,-33.885698
18.518278,-33.831857
18.518606,-33.940856
18.525629,-33.84799
18.538061,-33.928607
18.538709,-33.958745
18.547501,-33.868388
18.549285,-33.839394
18.55223,-34.001397
18.553901,-33.860447
18.554978,-33.815441
18.563856,-34.02463
18.571822,-33.865301
18.576089,-33.876529
18.585451,-33.928734
18.595017,-33.897486
18.600704,-33.878548
18.604806,-33.853534
18.610175,-33.868447
18.615044,-33.893562
18.624929,-33.933214
18.627211,-33.889906
18.631492,-33.86861
18.636335,-34.059917
18.636388,-33.845205
18.636762,-33.815033
18.650706,-33.825275
18.657334,-33.853427
18.661127,-33.815998
18.675451,-33.86086
18.677504,-33.848554
18.678892,-33.810562
18.697453,-33.900972
18.698323,-33.850057
18.711444,-33.943384
18.713204,-33.818292
18.748972,-33.955188
18.765639,-33.94875
18.780867,-33.975145
18.796251,-33.958358
18.815109,-34.056855
18.82412,-34.107189
18.825,-34.09
18.828159,-34.058537
18.831505,-34.341215
18.83434,-34.074935
18.838467,-34.092429
18.841837,-34.348537
18.844749,-33.83777
18.848267,-34.17551
18.851196,-34.069102
18.852056,-34.235661
18.854573,-33.995887
18.856702,-33.849049
18.860238,-33.941627
18.86143,-34.09675
18.8638,-33.932264
18.864684,-34.07233
18.865319,-33.346033
18.868182,-34.157751
18.868201,-34.344634
18.871949,-33.941265
18.873213,-34.06248
18.882621,-33.937692
18.883628,-34.066311
18.894301,-34.0685
18.894838,-34.144117
18.901106,-34.359509
18.911296,-34.142392
18.923295,-33.919128
18.926714,-33.824344
18.942263,-33.675154
18.954365,-33.797717
19.012628,-34.335399
19.02445,-34.335818
19.111347,-33.904416
19.131731,-34.33257
19.134012,-34.34633
19.149127,-34.415455
19.159502,-34.412348
19.179363,-34.403767
19.252735,-34.411503
19.265928,-34.397453
19.27004,-34.407517
19.274137,-34.353619
19.283335,-34.411965
19.312222,-33.686111
19.3575,-34.560322
19.431859,-33.650867
19.864648,-33.804291
20.426644,-34.046363
20.823956,-34.39715
21.41927,-34.38028
21.524719,-33.313903
21.912789,-34.29017
22.031252,-34.199387
22.040355,-34.189033
22.044163,-34.198236
22.178907,-34.074163
22.182247,-34.060201
22.190833,-34.029722
22.219153,-34.042022
22.231488,-34.042892
22.237589,-34.034119
22.251507,-34.053977
22.282389,-34.050613
22.421068,-33.978227
22.434523,-33.94965
22.452988,-33.988128
22.463584,-33.953095
22.468125,-33.943823
22.497175,-33.961859
22.534743,-33.96075
22.55188,-33.991538
22.603924,-33.994911
22.718605,-33.989489
22.776996,-34.018456
22.997469,-34.050552
23.020934,-34.067079
23.048597,-34.041206
23.054936,-34.050115
23.059915,-34.065263
23.072738,-34.044928
23.125559,37.414261
23.267561,-34.038304
23.359044,-34.048089
23.372222,-34.034444
23.380721,-34.026268
23.885743,-33.972029
24.759713,-33.726144
25.135757,35.328011
25.280076,35.332764
25.384197,35.314789
25.498956,-33.970294
25.51924,-33.958113
25.520818,-33.945946
25.552117,-33.992348
25.618692,-33.964153
25.752122,-33.457406
26.517757,-33.315271
26.753762,-33.425516
26.84435,-33.3722
27.099936,36.854584
27.477521,-25.823195
27.786762,-25.654458
27.808889,-33.015844
27.821184,-26.117157
27.84718,-25.91797
27.871414,-26.100382
27.880586,-26.127733
27.93643,-32.98286
27.942468,-26.095027
27.989852,-26.027637
27.992266,-32.863497
27.997903,-26.182211
28.019758,-26.183104
28.043503,-26.148296
28.103326,-32.838825
28.125,-25.625
28.136488,-32.806827
28.1775,-25.862222
28.203231,-25.829178
28.233913,-25.789425
28.262495,-25.816574
28.299903,-25.771013
28.30078,-32.67133
28.315985,-26.18673
28.334503,-26.150289
28.336503,-25.784792
28.339404,-25.770625
28.348051,-25.63497
28.649615,36.834745
28.844638,-32.299733
29.301959,-31.828019
29.383333,-25.416667
29.416883,-31.688708
29.439536,-31.684711
29.62755,-31.4208
29.721225,-31.480292
29.73439,-31.45987
29.740975,-31.441006
29.762787,-31.447455
29.972398,-31.31897
29.981862,-31.20912
29.996486,-23.888537
30.009167,-31.267778
30.013016,-31.172702
30.061314,-31.169353
30.085475,-31.188958
30.110437,-30.152199
30.116667,-30.5
30.166667,-31.033333
30.175467,-31.044417
30.176902,-31.082505
30.17807,-31.055114
30.187614,-31.080815
30.216812,-30.896529
30.27419,-30.98573
30.304642,-30.942641
30.30894,-29.8322
30.313475,-30.928914
30.351115,-30.882613
30.377913,-30.825823
30.393653,-29.617044
30.393708,-30.790116
30.395293,-29.593392
30.404613,-30.776266
30.490284,-30.687439
30.576579,-30.561573
30.62159,-30.45132
30.634899,-30.452124
30.64793,-30.416982
30.655389,-30.445701
30.675013,-30.368636
30.681472,-29.740528
30.681932,-30.397407
30.6944,-30.310654
30.697233,-29.773538
30.715958,-30.321103
30.720503,-30.30894
30.738022,-30.2745
30.738754,-30.298174
30.75,-30.16667
30.758243,-30.264519
30.779446,-29.927763
30.802797,-29.789568
30.806738,-29.7774
30.82162,-30.162549
30.830628,-29.77267
30.83284,-30.144877
30.83636,-30.0795
30.839092,-29.780492
30.860767,-30.058755
30.861972,-29.814312
30.862531,-30.09646
30.873833,-30.0724
30.878175,-30.058764
30.88874,-29.93132
30.892114,-29.832237
30.89833,-30.038076
30.903503,-30.017069
30.908712,-29.814921
30.909731,-30.030132
30.921294,-29.835246
30.92272,-30.009018
30.92559,-29.824283
30.931248,-29.912661
30.933578,-29.849428
30.968516,-25.443959
30.969882,-29.925672
30.980514,-29.860242
30.99,-29.64
30.991606,-29.630577
30.991957,-29.85939
31.00007,-29.92039
31.005733,-29.6182
31.00648,-29.84671
31.010019,-25.498213
31.019396,-29.816013
31.020665,-25.362784
31.02184,-29.85868
31.024014,-29.792233
31.03708,-29.8463
31.040395,-29.807337
31.042,-29.8606
31.046916,-29.658284
31.04876,-29.731564
31.052753,-29.718467
31.063106,-29.754342
31.065088,-29.731242
31.087358,-29.728816
31.087736,-29.710829
31.091011,-29.719894
31.108622,-29.671522
31.112001,-29.682028
31.114731,-25.03414
31.118052,-29.666927
31.130545,-29.647256
31.130952,-29.569189
31.141672,-17.810548
31.150142,-23.95159
31.188398,-29.562737
31.189336,-29.550978
31.196812,-29.542653
31.210485,-29.511476
31.219218,-29.52608
31.221111,-27.550278
31.237413,-29.476309
31.242215,-29.49229
31.249644,-29.421468
31.268217,-25.173
31.282998,-27.543736
31.28653,-25.900477
31.30315,-27.547526
31.368458,-29.271786
31.39622,-29.03623
31.396565,-28.911262
31.557788,-24.555192
31.576332,-23.854414
31.694793,-28.844278
31.868642,36.587314
31.8928,-28.739662
31.89353,-25.358438
31.962415,-28.235949
32.004075,-28.753787
32.00499,-28.6884
32.038333,-28.780833
32.1175,-27.9634
32.125,-28.625
32.15273,-28.61975
32.302975,-28.439708
32.3167,-28.3833
32.386,-28.3295
32.4181,-28.3762
32.486229,-28.282009
32.488417,-28.272979
32.51667,-26.31667
32.531,-28.1347
32.679563,-27.411382
32.893233,-26.30063
33.026558,34.677094
33.042206,34.672683
33.088406,34.693985
33.119677,34.708694
33.405822,35.329818
33.636941,34.931732
34.01683,34.985638
34.070509,-10.848421
35.260825,-21.859397
35.554733,31.838049
37.458603,0.160189
55.142272,25.067897
55.3141,-21.19807
55.32225,-21.04448
55.33328,-21.16607
55.877927,25.298418
101.410759,3.094078
101.580162,3.038
101.69064,2.937784
102.123047,14.983963
110.344055,1.517458
111.885963,33.61607
111.985725,33.348545
114.604758,32.698025
116.21,40.02
117.014764,32.928463
117.206933,34.071195
117.239967,32.765275
117.249313,32.885125
118.355688,34.06435
118.371987,34.072033
118.400437,33.874367
118.517075,34.034756
120.395277,23.795555
120.526944,24.266389
125.497776,7.071547
126.45577,36.780886
141.45,-31.97
150.491082,-23.398701
150.792572,-23.325703
151.276067,-23.856755
151.959419,-27.473414
152.751055,-25.581743
152.869562,-26.661974
152.938847,-27.284518
153.006667,-26.248333
153.101788,-26.622778
-118.1200068,34.1492823
-117.2918737,33.03479613
-110.313026,24.16186367
-117.2526984,32.73899329
-64.7234811,32.3222881
-118.3156438,34.08237102
-117.1258289,32.97031413
35.26827514,31.85206694
34.85183001,32.33780142
-117.2171519,33.16519977
28.283333,-25.75
-89.25,13.66666
26.625,-33.375
18.45968,-34.32112
31.875,-28.875
-111.998886,33.630001
-114.70688,32.459158
29.875,-31.375
28.125,-25.875
28.375,-25.625
19.956746,-34.813138
-86.21666,12.08333
30.257421,-31.013316
31.375,-29.125
30.697928,-30.385651
113.341527,23.127041
25.523182,-33.991904
30.012119,-31.288549
-110.919426,29.011474
30.780833,-29.780833
-16.268692,28.463259
-80.47777,25.46833
31.125,-28.625
30.875,-29.875
26.875,-33.375
21.387083,-34.406867
40.65,-14.75
153.4253,-27.9679305556
-106.374891,23.441632
-99.141304,19.483187
-75.549222,10.422848
31.782932,-28.95349
-15.725939,27.791917
-47.648064,-22.734286
-100.090005,20.4112
174.716667,-36.883333
174.494,-35.57125
-4.405,36.727
173.956,-35.2183
-82.3467,29.6442
-118.43917,33.94278
34.041667,35.021667
-82.648138,27.4002
29.95,31.2
28.8,-32.22
-100.083138,20.395754
-100.091378,20.401546
-87.00611,14.01027
-119.698382,34.418745
-80.125557,25.80139
-13.868694,28.740871
-97.991239,26.149041
-82.2472,26.7061
30.1975,-31.077222
34.93,-18.76
-110.237048,23.440578
-82.099787,26.434166
-96.936665,19.541858
31.9179,-25.1203
-0.158717,38.535537
-97.326845,27.713325
-99.053907,19.305605
119.554337,23.530769
-98.996391,26.397499
-80.1065,27.046
31.035985,-29.836606
14.521136,-22.957559
-97.495259,25.913444
-72.25416,41.80916
-97.502793,25.925824
31.771502,-28.959513
-0.51,38.38
-117.733624,33.718803
35.056889,-21.756278
-100.294981,25.74199
32.047119,-28.144659
-155.794444,19.93
-81.026274,29.123971
121.442476,25.151986
178.005341,-38.670227
28.220927,-25.763305
-86.81467,21.148291
31.020429,-29.912435
174.766667,-36.866667
-97.165039,26.09928
-101.0129,22.135056
-97.302195,27.644338
-98.229017,26.155653
174.783333,-36.85
-100.040833,21.882032
-96.681188,16.793622
-110.966011,29.083118
